x0,x1,x2,u
0.264152,0.703513,-12.0736,-1.15098
0.283992,0.710741,-12.1663,-0.615757
0.351596,0.719029,-12.2566,-1.1776
0.368547,0.725152,-12.3544,-0.543726
0.438216,0.732523,-12.4497,-1.18814
0.454339,0.737543,-12.5518,-0.5218
0.524951,0.743885,-12.6519,-1.19277
0.540936,0.747759,-12.7576,-0.518102
0.611729,0.752974,-12.8619,-1.19365
0.627959,0.755654,-12.9704,-0.52467
0.698099,0.759645,-13.0781,-1.19046
0.714993,0.761096,-13.1885,-0.542223
0.78372,0.763777,-13.2988,-1.1834
0.801638,0.763972,-13.4102,-0.568592
0.868225,0.765271,-13.5219,-1.17221
0.887516,0.764194,-13.6333,-0.602588
0.951297,0.764052,-13.7454,-1.15658
0.972284,0.761699,-13.8556,-0.642471
1.03268,0.760078,-13.9667,-1.13615
1.07552,0.757,-14.0758,-0.99117
1.08312,0.75226,-14.1813,-0.264651
1.08078,0.747066,-14.2851,0.0833229
1.07021,0.741609,-14.3878,0.360549
1.05596,0.736129,-14.4898,0.470099
1.04093,0.730758,-14.5915,0.491999
1.026,0.725533,-14.6929,0.489133
1.01136,0.720461,-14.7941,0.481129
0.997046,0.715541,-14.895,0.472074
0.983058,0.710771,-14.9957,0.462701
0.969402,0.70615,-15.0962,0.453198
0.956077,0.701674,-15.1964,0.443601
0.943083,0.697342,-15.2963,0.433923
0.930419,0.69315,-15.396,0.424199
0.918082,0.689097,-15.4954,0.414438
0.906073,0.685179,-15.5946,0.404647
0.894386,0.681395,-15.6935,0.39487
0.88302,0.67774,-15.7922,0.385096
0.87173,0.674206,-15.8906,0.382753
0.861781,0.67083,-15.9887,0.340947
0.851678,0.66755,-16.0866,0.345781
0.841589,0.664376,-16.1843,0.345363
0.831689,0.661315,-16.2816,0.339383
0.822052,0.658367,-16.3788,0.33103
0.812702,0.655531,-16.4757,0.321826
0.803644,0.652805,-16.5723,0.312463
0.794764,0.650182,-16.6687,0.306672
0.786635,0.647677,-16.765,0.282152
0.778592,0.645263,-16.8609,0.279328
0.770676,0.642941,-16.9567,0.275131
0.762963,0.640711,-17.0522,0.268427
0.755488,0.638574,-17.1476,0.260505
0.748218,0.636527,-17.2427,0.253657
0.741396,0.634573,-17.3377,0.238632
0.734738,0.632701,-17.4324,0.233129
0.728254,0.630909,-17.527,0.227232
0.722898,0.629222,-17.6214,0.188733
0.71696,0.627577,-17.7156,0.20866
0.701822,0.625738,-17.8095,0.495022
0.684199,0.624038,-17.9033,0.561058
0.658205,0.62235,-17.9969,0.747531
0.641127,0.621298,-18.0906,0.547013
0.624841,0.620522,-18.1842,0.526171
0.610758,0.620053,-18.2778,0.465423
0.59143,0.61965,-18.3713,0.603468
0.577149,0.619689,-18.4649,0.471054
0.564649,0.620005,-18.5583,0.419313
0.554385,0.620588,-18.6518,0.350883
0.539762,0.621217,-18.7454,0.48069
0.526815,0.622135,-18.8389,0.43254
0.523912,0.623556,-18.9324,0.103137
0.526478,0.6252,-19.0258,-0.0912316
0.531813,0.626907,-19.1195,-0.188003
0.538315,0.628591,-19.2134,-0.227843
0.545137,0.630208,-19.3075,-0.238646
0.55191,0.631742,-19.402,-0.236988
0.558482,0.633188,-19.4966,-0.230233
0.564849,0.634547,-19.5915,-0.223245
0.57096,0.63582,-19.6866,-0.214584
0.576811,0.63701,-19.7819,-0.205683
0.582405,0.638119,-19.8774,-0.196917
0.587728,0.63915,-19.9731,-0.18759
0.5929,0.640109,-20.069,-0.182399
0.597821,0.640994,-20.165,-0.173707
0.60249,0.641808,-20.2611,-0.165012
0.606925,0.642555,-20.3573,-0.156836
0.611104,0.643236,-20.4537,-0.147958
0.615205,0.64386,-20.5502,-0.145193
0.619074,0.644423,-20.6467,-0.137109
0.622711,0.644927,-20.7434,-0.128976
0.626098,0.645374,-20.8401,-0.120198
0.629446,0.645773,-20.9369,-0.118851
0.632578,0.64612,-21.0337,-0.111239
0.635494,0.646417,-21.1306,-0.103597
0.638217,0.646667,-21.2276,-0.0968
0.640723,0.646872,-21.3246,-0.0891344
0.643246,0.647041,-21.4216,-0.0897485
0.645579,0.647167,-21.5186,-0.0829974
0.647718,0.647253,-21.6156,-0.0761153
